instance,sense,new_objective,old_objective,outcome,new_exit_code,old_exit_code,new_wall_seconds,old_wall_seconds
graphpart_2g-0099-9211.lp,min,-5023974.0,-5023974.0,tie,0,0,60.023173,60.033095
graphpart_2g-1010-0824.lp,min,-6972014.0,-6972014.0,tie,0,0,60.042892,60.060388
graphpart_2pm-0044-0044.lp,min,-10.0,-10.0,tie,0,0,60.027061,60.008704
graphpart_2pm-0055-0055.lp,min,-20.0,-20.0,tie,0,0,60.016661,60.021289
graphpart_2pm-0066-0066.lp,min,-29.0,-29.0,tie,0,0,60.030238,60.014902
graphpart_2pm-0077-0777.lp,min,-38.0,-38.0,tie,0,0,60.035713,60.022414
graphpart_2pm-0088-0888.lp,min,-54.0,-54.0,tie,0,0,60.008466,60.028662
graphpart_2pm-0099-0999.lp,min,-62.0,-62.0,tie,0,0,60.045639,60.035671
graphpart_3g-0234-0234.lp,min,-1952753.0,-1952753.0,tie,0,0,60.018391,60.019948
graphpart_3g-0244-0244.lp,min,-2686942.0,-2686942.0,tie,0,0,60.014442,60.018657
graphpart_3g-0333-0333.lp,min,-1882389.0,-1882389.0,tie,0,0,60.019574,60.028694
graphpart_3g-0334-0334.lp,min,-2768659.0,-2768659.0,tie,0,0,60.023077,60.008577
graphpart_3g-0344-0344.lp,min,-4963154.0,-4963154.0,tie,0,0,60.028686,60.0241
graphpart_3g-0444-0444.lp,min,-7603756.0,-7603756.0,tie,0,0,60.068846,60.053632
graphpart_3pm-0234-0234.lp,min,-20.0,-20.0,tie,0,0,60.01064,60.017002
graphpart_3pm-0244-0244.lp,min,-28.0,-28.0,tie,0,0,60.019554,60.025431
graphpart_3pm-0333-0333.lp,min,-26.0,-26.0,tie,0,0,60.012075,60.020054
graphpart_3pm-0334-0334.lp,min,-36.0,-36.0,tie,0,0,60.011909,60.009309
graphpart_3pm-0344-0344.lp,min,-48.0,-48.0,tie,0,0,60.014046,60.039497
nvs03.lp,min,64.0,64.0,tie,0,0,60.012653,60.007459
nvs10.lp,min,-310.8,-310.8,tie,0,0,60.01173,60.008762
nvs11.lp,min,-431.0,-431.0,tie,0,0,60.007332,60.006803
nvs12.lp,min,-481.2,-481.2,tie,0,0,60.015872,60.013842
nvs13.lp,min,-585.2,-585.2,tie,0,0,60.029999,60.016677
nvs15.lp,min,1.0,1.0,tie,0,0,60.009041,60.00829
nvs17.lp,min,-1100.4,-1100.4,tie,0,0,60.028831,60.00918
nvs18.lp,min,-778.4,-778.4,tie,0,0,60.030997,60.010836
nvs19.lp,min,-1098.4,-1098.4,tie,0,0,60.016861,60.015516
nvs23.lp,min,-1125.2,-1125.2,tie,0,0,60.017443,60.020166
nvs24.lp,min,-1033.2,-1033.2,tie,0,0,60.021868,60.01658
pb302035.lp,min,3818368.0,3818368.0,tie,0,0,69.248426,63.458704
pb302055.lp,min,3966094.0,3966094.0,tie,0,0,69.561688,65.102203
pb302075.lp,min,4191764.0,4191764.0,tie,0,0,62.615782,69.934295
pb351535.lp,min,5115148.0,5115148.0,tie,0,0,60.623602,65.552279
pb351555.lp,min,4888133.0,4888133.0,tie,0,0,62.408768,61.107128
pb351575.lp,min,6553485.0,6553485.0,tie,0,0,63.941654,61.114917
prob02.lp,min,144170.0,144170.0,tie,0,0,60.023141,60.015119
prob03.lp,min,10.0,10.0,tie,0,0,60.008569,60.007499
QPLIB_0067.lp,min,-94446.0,-94446.0,tie,0,0,60.182432,60.051444
QPLIB_0633.lp,min,82.048035,82.048035,tie,0,0,60.20124,60.169256
QPLIB_0752.lp,max,24071.0,24071.0,tie,0,0,60.178213,60.350706
QPLIB_10040.lp,min,0.0,0.0,tie,0,0,60.283051,60.773967
QPLIB_10041.lp,min,0.0,0.0,tie,0,0,60.277967,60.107275
QPLIB_10042.lp,min,-20.881926,-20.881926,tie,0,0,60.157281,60.605742
QPLIB_10043.lp,min,0.0,0.0,tie,0,0,60.562898,60.308887
QPLIB_10044.lp,min,-7.868867,-7.868867,tie,0,0,61.352169,60.500679
QPLIB_10045.lp,min,0.0,0.0,tie,0,0,60.137101,61.275657
QPLIB_10046.lp,min,-0.7127,-0.7127,tie,0,0,60.375329,61.018426
QPLIB_10047.lp,min,0.0,0.0,tie,0,0,60.566387,60.938182
QPLIB_10048.lp,min,-13.562674,-13.562674,tie,0,0,61.35481,60.708883
QPLIB_10049.lp,min,0.0,0.0,tie,0,0,60.100947,60.320976
QPLIB_10050.lp,min,-25.697662,-25.697662,tie,0,0,60.304259,60.974209
QPLIB_10051.lp,min,0.0,0.0,tie,0,0,60.102901,61.251613
QPLIB_10052.lp,min,-11.810576,-11.810576,tie,0,0,60.893449,60.096681
QPLIB_10053.lp,min,0.0,0.0,tie,0,0,60.137823,60.331638
QPLIB_10054.lp,min,-10.197064,-10.197064,tie,0,0,60.391598,60.370496
QPLIB_10055.lp,min,-1.258548,-1.258548,tie,0,0,60.937404,60.556755
QPLIB_10056.lp,min,-33.856789,-33.856789,tie,0,0,60.583372,61.246871
QPLIB_10057.lp,min,0.0,0.0,tie,0,0,60.492359,60.403228
QPLIB_10058.lp,min,-3.566526,-3.566526,tie,0,0,60.47459,60.760651
QPLIB_10059.lp,min,0.0,0.0,tie,0,0,60.416296,60.69937
QPLIB_10060.lp,min,0.0,0.0,tie,0,0,62.219558,61.325965
QPLIB_10061.lp,min,-23.829172,-23.829172,tie,0,0,60.824872,61.91016
QPLIB_10062.lp,min,0.0,0.0,tie,0,0,60.622374,61.347049
QPLIB_10063.lp,min,-42.515972,-42.515972,tie,0,0,60.67652,60.610958
QPLIB_10064.lp,min,0.0,0.0,tie,0,0,60.326263,61.016931
QPLIB_10065.lp,min,-29.822421,-29.822421,tie,0,0,60.13643,60.574336
QPLIB_10066.lp,min,-32.979886,-32.979886,tie,0,0,61.415851,60.613623
QPLIB_10067.lp,min,-31.568701,-31.568701,tie,0,0,60.775099,61.339651
QPLIB_10068.lp,min,-31.639697,-31.639697,tie,0,0,61.031279,60.417959
QPLIB_10069.lp,min,0.0,0.0,tie,0,0,61.526838,61.364499
QPLIB_10070.lp,min,-25.288869,-25.288869,tie,0,0,60.828129,61.700223
QPLIB_10071.lp,min,0.0,0.0,tie,0,0,60.87037,62.133339
QPLIB_10072.lp,min,0.0,0.0,tie,0,0,60.138887,60.116511
QPLIB_10073.lp,min,0.0,0.0,tie,0,0,60.073323,60.132108
QPLIB_10074.lp,min,0.0,0.0,tie,0,0,60.10439,60.097142
QPLIB_1976.lp,min,-9594.0,-9594.0,tie,0,0,60.035546,60.107358
QPLIB_2017.lp,min,-22984.0,-22984.0,tie,0,0,60.200683,60.176876
QPLIB_2022.lp,min,-22554.0,-22554.0,tie,0,0,60.106285,60.047511
QPLIB_2029.lp,min,-34576.0,-34576.0,tie,0,0,60.061705,60.140477
QPLIB_2036.lp,min,-30660.0,-30660.0,tie,0,0,60.155596,60.065153
QPLIB_2047.lp,min,1182604.5,1182604.5,tie,0,0,60.595799,60.444597
QPLIB_2055.lp,min,3389110.0,3389110.0,tie,0,0,60.379483,60.454669
QPLIB_2060.lp,min,2603368.0,2603368.0,tie,0,0,60.355584,60.132894
QPLIB_2067.lp,min,3480810.0,3740230.0,new win,0,0,61.14686,60.361206
QPLIB_2073.lp,min,7745280.0,7745280.0,tie,0,0,60.29846,60.600735
QPLIB_2077.lp,min,2407378.5,2407378.5,tie,0,0,61.359122,61.913362
QPLIB_2085.lp,min,7329610.0,7329610.0,tie,0,0,61.884461,61.684272
QPLIB_2087.lp,min,3312579.0,3312579.0,tie,0,0,62.141111,61.064524
QPLIB_2096.lp,min,7310584.0,7310584.0,tie,0,0,61.514414,62.28534
QPLIB_2315.lp,min,-29352.0,-29352.0,tie,0,0,60.598044,60.283475
QPLIB_2357.lp,min,-647.0,-647.0,tie,0,0,60.166318,60.058348
QPLIB_2359.lp,min,-638.0,-638.0,tie,0,0,60.067001,60.133995
QPLIB_2492.lp,min,2744.0,2744.0,tie,0,0,60.453511,60.200017
QPLIB_2512.lp,min,135028.0,135028.0,tie,0,0,60.065786,60.076439
QPLIB_2733.lp,min,5510.0,5510.0,tie,0,0,62.538847,60.749768
QPLIB_2880.lp,min,1235314.0,1235314.0,tie,0,0,60.767881,60.722058
QPLIB_2957.lp,min,3666.0,3666.0,tie,0,0,60.676388,61.897683
QPLIB_3307.lp,min,1282.0,1282.0,tie,0,0,60.524003,61.137663
QPLIB_3347.lp,min,3965756.0,3965756.0,tie,0,0,62.911438,62.732397
QPLIB_3361.lp,min,117340.0,117340.0,tie,0,0,61.848937,64.314487
QPLIB_3380.lp,min,,,neither feasible,0,0,60.91894,60.936949
QPLIB_3402.lp,min,229092.0,229092.0,tie,0,0,60.398729,60.142494
QPLIB_3413.lp,min,2522.0,2522.0,tie,0,0,60.306648,60.328357
QPLIB_3506.lp,max,478.0,476.0,new win,0,0,60.107831,60.08394
QPLIB_3562.lp,min,15.6,15.6,tie,0,0,60.040537,60.036936
QPLIB_3565.lp,max,282.0,282.0,tie,0,0,60.025675,60.05081
QPLIB_3584.lp,min,-22989.0,-22989.0,tie,0,0,60.403319,60.174435
QPLIB_3587.lp,min,16725.0,16725.0,tie,0,0,60.03549,60.03148
QPLIB_3614.lp,min,14414.0,14414.0,tie,0,0,60.060627,60.124976
QPLIB_3642.lp,max,1032.0,1030.0,new win,0,0,60.02671,60.207689
QPLIB_3650.lp,max,916.0,918.0,new loss,0,0,60.144394,60.039838
QPLIB_3693.lp,max,1148.0,1148.0,tie,0,0,60.131115,60.130934
QPLIB_3703.lp,min,393476.0,393476.0,tie,0,0,60.661866,60.988228
QPLIB_3705.lp,max,384.0,384.0,tie,0,0,60.123642,60.043177
QPLIB_3706.lp,max,680.0,682.0,new loss,0,0,60.130642,60.073059
QPLIB_3709.lp,min,9113892.0,9113892.0,tie,0,0,60.750845,60.583891
QPLIB_3714.lp,min,1183.0,1183.0,tie,0,0,60.017237,60.177467
QPLIB_3738.lp,max,422.0,422.0,tie,0,0,60.072731,60.097353
QPLIB_3745.lp,max,334.0,334.0,tie,0,0,60.029495,60.094774
QPLIB_3750.lp,min,6348.0,6348.0,tie,0,0,60.269237,60.407115
QPLIB_3751.lp,min,2312.0,2312.0,tie,0,0,60.112229,60.211257
QPLIB_3752.lp,min,-1217.0,-1217.0,tie,0,0,60.319378,60.28541
QPLIB_3757.lp,min,-511.0,-511.0,tie,0,0,60.15145,60.164262
QPLIB_3762.lp,min,-270.0,-270.0,tie,0,0,60.055825,60.060921
QPLIB_3772.lp,min,-938.0,-938.0,tie,0,0,60.127028,60.116626
QPLIB_3775.lp,min,3990.0,3990.0,tie,0,0,60.462602,60.350045
QPLIB_3780.lp,min,102.0,102.0,tie,0,0,60.067961,60.029315
QPLIB_3803.lp,min,-6982.0,-6982.0,tie,0,0,60.052409,60.195803
QPLIB_3815.lp,min,-65.0,-65.0,tie,0,0,60.028803,60.042729
QPLIB_3822.lp,max,848.0,848.0,tie,0,0,60.10241,60.243509
QPLIB_3832.lp,max,552.0,552.0,tie,0,0,60.072512,60.103905
QPLIB_3834.lp,min,3854.936186,3854.936186,tie,0,0,60.040471,60.049481
QPLIB_3838.lp,max,740.0,744.0,new loss,0,0,60.054974,60.194561
QPLIB_3841.lp,min,-1817.0,-1817.0,tie,0,0,60.64468,60.616002
QPLIB_3850.lp,max,1190.0,1194.0,new loss,0,0,60.114216,60.168382
QPLIB_3852.lp,max,234.0,234.0,tie,0,0,60.024125,60.014518
QPLIB_3860.lp,min,-20161.0,-20161.0,tie,0,0,60.138139,60.326304
QPLIB_3865.lp,min,6553485.0,6553485.0,tie,0,0,66.537359,66.194046
QPLIB_3877.lp,max,600.0,600.0,tie,0,0,60.093469,60.054601
QPLIB_3883.lp,min,-765.0,-765.0,tie,0,0,60.102201,60.146979
QPLIB_3913.lp,min,43.7,43.7,tie,0,0,63.747321,61.168095
QPLIB_3923.lp,min,91.325,91.325,tie,0,0,60.066929,60.124518
QPLIB_3931.lp,min,113.3365,113.3365,tie,0,0,60.061138,60.110347
QPLIB_3980.lp,min,11.0,11.0,tie,0,0,60.828535,60.893611
QPLIB_5721.lp,max,8112804.0,8063414.0,new win,0,0,61.121823,64.985249
QPLIB_5725.lp,max,33152235.0,33152235.0,tie,0,0,60.070534,60.022853
QPLIB_5755.lp,max,24205342.0,24013272.0,new win,0,0,60.070173,60.195533
QPLIB_5875.lp,max,43757.0,43757.0,tie,0,0,61.142138,62.09863
QPLIB_5881.lp,max,13067.0,13067.0,tie,0,0,60.116331,60.256734
QPLIB_5882.lp,max,25388.0,25388.0,tie,0,0,60.539656,60.993401
QPLIB_5909.lp,max,35726.0,35726.0,tie,0,0,60.264247,60.185484
QPLIB_5922.lp,max,128339.0,128339.0,tie,0,0,60.312399,60.314715
QPLIB_5935.lp,max,2970.0,2970.0,tie,0,0,60.444102,60.059222
QPLIB_5944.lp,max,1326.0,1326.0,tie,0,0,60.98946,60.190667
QPLIB_5962.lp,max,3401.0,3401.0,tie,0,0,61.61645,60.247557
QPLIB_5971.lp,max,1325.0,1325.0,tie,0,0,60.179394,61.602247
QPLIB_5980.lp,max,589.0,589.0,tie,0,0,65.046434,66.550427
QPLIB_6324.lp,min,2618.0,2618.0,tie,0,0,64.247203,61.483192
QPLIB_6487.lp,min,344592.0,344592.0,tie,0,0,60.790776,61.084352
QPLIB_6597.lp,min,6826173.0,6826173.0,tie,0,0,78.534673,80.06891
QPLIB_6647.lp,min,2.0,2.0,tie,0,0,60.374264,60.912121
QPLIB_6757.lp,min,156.0,156.0,tie,0,0,63.902345,63.993018
QPLIB_6764.lp,min,197.0,197.0,tie,0,0,60.656468,64.950122
QPLIB_6799.lp,min,165.0,165.0,tie,0,0,67.94336,60.842443
QPLIB_6941.lp,min,214.0,214.0,tie,0,0,71.597748,69.173568
QPLIB_7127.lp,min,0.0,0.0,tie,0,0,61.779935,62.43726
QPLIB_7139.lp,min,621.0,621.0,tie,0,0,60.112736,60.076804
QPLIB_7144.lp,min,813.0,813.0,tie,0,0,60.129836,60.119034
QPLIB_7149.lp,min,959.0,959.0,tie,0,0,60.219995,60.202005
QPLIB_7154.lp,min,1159.0,1159.0,tie,0,0,60.254722,60.175308
QPLIB_7159.lp,min,1380.0,1380.0,tie,0,0,60.267535,60.341721
QPLIB_7164.lp,min,1600.0,1600.0,tie,0,0,60.296498,60.396119
QPLIB_9030.lp,min,526240.0,526240.0,tie,0,0,62.269267,61.881505
QPLIB_9048.lp,min,-1.165682,-1.165682,tie,0,0,60.297429,60.750467
st_miqp1.lp,min,281.0,281.0,tie,0,0,60.012307,60.010216
st_miqp2.lp,min,2.0,2.0,tie,0,0,60.008872,60.006022
st_miqp3.lp,min,-6.0,-6.0,tie,0,0,60.008946,60.007627
st_test1.lp,min,0.0,0.0,tie,0,0,60.012819,60.008502
st_test2.lp,min,-9.25,-9.25,tie,0,0,60.009319,60.012751
st_test3.lp,min,-7.0,-7.0,tie,0,0,60.013432,60.014615
st_test4.lp,min,-7.0,-7.0,tie,0,0,60.017516,60.013421
st_test5.lp,min,-110.0,-110.0,tie,0,0,60.032867,60.046383
st_test6.lp,min,471.0,471.0,tie,0,0,60.0254,60.023456
st_test8.lp,min,-29605.0,-29605.0,tie,0,0,60.030643,60.024853
st_testgr1.lp,min,-12.4929,-12.4929,tie,0,0,60.018494,60.007821
st_testgr3.lp,min,-19.4915,-19.4915,tie,0,0,60.043708,60.041464
st_testph4.lp,min,-80.5,-80.5,tie,0,0,60.014817,60.007638
